account_id,product_type,geography,vintage_year,risk_segment,actual_loss,predicted_loss,exposure_k
ACC001230,Mortgage,West,2022,Low,0.00854,0.00481,83.02
ACC001231,Auto,Northeast,2023,High,0.06286,0.0714,337.29
ACC001232,Mortgage,Northeast,2020,Low,0.00202,0.0183,110.58
ACC001233,Credit Card,Southeast,2021,Medium,0.06451,0.07994,98.98
ACC001234,Mortgage,Northeast,2022,Medium,0.01357,0.01756,139.82
ACC001235,Mortgage,West,2020,Medium,0.01087,0.00343,321.14
ACC001236,Mortgage,West,2020,Low,0.00389,0.01104,50.87
ACC001237,Auto,Midwest,2020,Medium,0.02687,0.0359,271.2
ACC001238,Mortgage,West,2020,Medium,0.01343,0.00947,2973.17
ACC001239,Mortgage,Northeast,2022,Low,0.0105,0.01519,184.89
ACC001240,Commercial,Midwest,2020,Medium,0.01083,0.01307,154.91
ACC001241,Mortgage,Southeast,2020,Low,0.01415,0.01728,134.16
ACC001242,Mortgage,Southeast,2023,Medium,0.01061,0.01711,263.45
ACC001243,Mortgage,Southeast,2021,Medium,0.01274,0.01689,21.49
ACC001244,Mortgage,Midwest,2023,Medium,0.00869,0.00758,1142.87
ACC001245,Mortgage,Midwest,2022,Low,0.00524,0.01191,481.75
ACC001246,Auto,Northeast,2023,Low,0.01308,0.02197,68.48
ACC001247,Mortgage,Midwest,2019,Low,0.00285,0.001,154.14
ACC001248,Commercial,West,2023,Low,0.00508,0.00507,76.03
ACC001249,Commercial,Northeast,2023,Medium,0.01855,0.0044,212.53
ACC001250,Mortgage,West,2019,Low,0.00134,0.00601,159.75
ACC001251,Mortgage,Midwest,2020,Medium,0.01282,0.02261,195.27
ACC001252,Mortgage,Southeast,2021,Low,0.00439,0.00233,43.21
ACC001253,Auto,Midwest,2021,Low,0.01087,0.01194,83.27
ACC001254,Mortgage,Midwest,2022,Low,0.01117,0.0094,587.14
ACC001255,Commercial,West,2022,Low,0.00501,0.00194,78.21
ACC001256,Credit Card,Northeast,2020,Low,0.03111,0.04797,6.22
ACC001257,Credit Card,Northeast,2022,Low,0.03094,0.03967,123.87
ACC001258,Auto,Midwest,2023,Low,0.01019,0.00831,2680.58
ACC001259,Commercial,Southeast,2021,Low,0.00827,0.00103,411.02
ACC001260,Mortgage,Northeast,2023,Medium,0.01047,0.01518,73.63
ACC001261,Auto,Southeast,2022,High,0.06633,0.06824,139.67
ACC001262,Mortgage,Midwest,2023,Medium,0.00963,0.00618,335.57
ACC001263,Commercial,Northeast,2023,Low,0.00539,0.00569,18.04
ACC001264,Auto,West,2019,Low,0.01693,0.01516,53.13
ACC001265,Credit Card,Southeast,2023,Low,0.02966,0.05382,239.37
ACC001266,Mortgage,Northeast,2019,Medium,0.01051,0.00699,1005.64
ACC001267,Commercial,Northeast,2023,Medium,0.01944,0.02452,87.6
ACC001268,Auto,West,2023,Low,0.01214,0.00649,973.04
ACC001269,Auto,Northeast,2020,Low,0.01765,0.02416,60.03
ACC001270,Commercial,Southeast,2019,Low,0.01268,0.02098,2.55
ACC001271,Mortgage,Midwest,2021,Low,0.00936,0.01804,362.34
ACC001272,Mortgage,Midwest,2020,High,0.03082,0.04259,283.86
ACC001273,Auto,Southeast,2021,Low,0.01375,0.01609,359.04
ACC001274,Mortgage,Northeast,2019,Low,0.00581,0.01571,342.59
ACC001275,Mortgage,Midwest,2019,Low,0.00527,0.01826,186.81
ACC001276,Mortgage,Southeast,2021,Low,0.001,0.001,108.79
ACC001277,Mortgage,Northeast,2022,Low,0.00741,0.00258,113.88
ACC001278,Commercial,Northeast,2020,Low,0.00936,0.001,85.41
ACC001279,Auto,Midwest,2020,Low,0.01685,0.02534,91.79
ACC001280,Mortgage,Northeast,2019,Low,0.00565,0.001,16.89
ACC001281,Auto,Southeast,2020,Medium,0.03074,0.01651,34.56
ACC001282,Auto,Northeast,2020,Medium,0.02462,0.01584,121.98
ACC001283,Auto,West,2020,Low,0.01087,0.001,10.08
ACC001284,Commercial,Midwest,2020,High,0.0357,0.03787,13.34
ACC001285,Commercial,West,2020,Low,0.00822,0.001,99.37
ACC001286,Mortgage,Northeast,2022,High,0.02393,0.01041,127.23
ACC001287,Mortgage,Southeast,2020,High,0.02604,0.0257,101.9
ACC001288,Auto,Southeast,2022,Low,0.01413,0.01427,8.53
ACC001289,Auto,Midwest,2022,Low,0.01185,0.001,956.11
ACC001290,Auto,West,2022,Medium,0.02195,0.01624,26.48
ACC001291,Credit Card,Northeast,2021,Low,0.04063,0.05504,55.6
ACC001292,Auto,West,2023,Low,0.01239,0.00953,32.65
ACC001293,Mortgage,Midwest,2020,Medium,0.00825,0.00561,705.45
ACC001294,Mortgage,West,2023,Low,0.00299,0.01242,246.09
ACC001295,Mortgage,Northeast,2020,High,0.02823,0.0454,84.11
ACC001296,Mortgage,West,2019,Medium,0.01147,0.00897,77.29
ACC001297,Mortgage,Southeast,2023,High,0.02891,0.01833,184.11
ACC001298,Credit Card,Southeast,2023,Medium,0.05976,0.07289,33.25
ACC001299,Mortgage,Northeast,2019,Medium,0.01757,0.01912,234.37
ACC001300,Mortgage,West,2021,Medium,0.0097,0.00928,76.83
ACC001301,Auto,West,2021,High,0.07003,0.07491,276.88
ACC001302,Credit Card,Northeast,2020,High,0.17557,0.20826,265.83
ACC001303,Mortgage,Southeast,2021,Medium,0.01459,0.001,72.8
ACC001304,Credit Card,Midwest,2022,Medium,0.06694,0.07788,12.64
ACC001305,Commercial,Midwest,2021,Medium,0.01568,0.02801,110.37
ACC001306,Auto,Northeast,2021,Low,0.01373,0.00956,26.07
ACC001307,Credit Card,Southeast,2023,High,0.14256,0.16388,163.1
ACC001308,Mortgage,Southeast,2020,Low,0.00516,0.01021,109.08
ACC001309,Commercial,Southeast,2022,Low,0.01115,0.02104,73.29
ACC001310,Mortgage,West,2020,Low,0.00844,0.02375,31.35
ACC001311,Commercial,Northeast,2023,Medium,0.01474,0.01741,616.55
ACC001312,Auto,Midwest,2020,Medium,0.03385,0.01988,86.11
ACC001313,Mortgage,West,2023,Low,0.00385,0.001,2499.94
ACC001314,Mortgage,West,2022,Low,0.0031,0.02059,154.77
ACC001315,Credit Card,West,2020,Low,0.0331,0.03678,226.31
ACC001316,Auto,Northeast,2022,Low,0.00976,0.01373,155.56
ACC001317,Mortgage,Northeast,2020,Low,0.00762,0.001,223.61
ACC001318,Credit Card,West,2020,Medium,0.06987,0.07406,550.72
ACC001319,Commercial,Midwest,2020,Low,0.01045,0.01755,558.4
ACC001320,Auto,Midwest,2022,Low,0.01188,0.01217,17.82
ACC001321,Auto,Southeast,2020,Low,0.0142,0.01119,414.3
ACC001322,Mortgage,Midwest,2021,Medium,0.00446,0.001,269.5
ACC001323,Credit Card,Northeast,2021,High,0.16613,0.16516,154.95
ACC001324,Mortgage,Southeast,2019,Low,0.0063,0.01184,1158.71
ACC001325,Commercial,Midwest,2020,Low,0.00532,0.00306,1216.0
ACC001326,Mortgage,Northeast,2020,Medium,0.01119,0.001,439.45
ACC001327,Auto,Northeast,2020,Low,0.0136,0.01384,77.31
ACC001328,Mortgage,Northeast,2023,Medium,0.01529,0.01994,35.48
ACC001329,Mortgage,Northeast,2020,High,0.02557,0.02396,366.97
ACC001330,Credit Card,West,2021,Medium,0.06699,0.08292,758.57
ACC001331,Auto,Midwest,2022,High,0.06235,0.06266,13.01
ACC001332,Auto,West,2022,Low,0.01145,0.0058,546.51
ACC001333,Commercial,Southeast,2022,Low,0.00871,0.00914,109.31
ACC001334,Commercial,Midwest,2021,Low,0.00762,0.0135,16.93
ACC001335,Commercial,West,2023,Low,0.00748,0.01576,260.68
ACC001336,Mortgage,Southeast,2023,Low,0.006,0.01232,441.98
ACC001337,Auto,Midwest,2020,Low,0.01289,0.00749,97.36
ACC001338,Commercial,Midwest,2019,Medium,0.02065,0.02574,41.73
ACC001339,Mortgage,West,2020,Low,0.00483,0.00856,1158.07
ACC001340,Mortgage,West,2023,Medium,0.00971,0.00403,66.53
ACC001341,Credit Card,Midwest,2023,Low,0.03108,0.04237,596.67
ACC001342,Auto,Midwest,2022,Low,0.01381,0.01924,24.15
ACC001343,Auto,West,2022,Low,0.01506,0.02607,244.5
ACC001344,Commercial,Midwest,2020,Medium,0.0182,0.00371,236.28
ACC001345,Auto,Southeast,2021,Medium,0.02891,0.04203,423.31
ACC001346,Auto,Midwest,2019,Medium,0.02902,0.03834,890.32
ACC001347,Mortgage,Midwest,2021,Low,0.00229,0.00389,55.9
ACC001348,Auto,Northeast,2019,Low,0.01072,0.00879,277.25
ACC001349,Mortgage,Midwest,2019,High,0.02499,0.02811,28.79
ACC001350,Credit Card,Midwest,2023,Low,0.03529,0.04516,28.4
ACC001351,Credit Card,West,2023,Low,0.02336,0.03694,74.14
ACC001352,Mortgage,Midwest,2022,Low,0.00883,0.001,242.55
ACC001353,Mortgage,Northeast,2022,Low,0.00279,0.001,1110.14
ACC001354,Commercial,West,2020,Low,0.01218,0.03084,1381.24
ACC001355,Mortgage,Midwest,2021,Low,0.001,0.0015,96.94
ACC001356,Auto,Southeast,2022,Medium,0.02554,0.02717,214.14
ACC001357,Auto,West,2021,High,0.07311,0.07287,460.17
ACC001358,Credit Card,Southeast,2020,Low,0.03664,0.04502,371.84
ACC001359,Mortgage,Southeast,2020,Low,0.00474,0.00228,121.1
ACC001360,Credit Card,West,2023,Medium,0.05417,0.0699,162.61
ACC001361,Mortgage,West,2020,Low,0.00178,0.001,130.03
ACC001362,Auto,Midwest,2023,High,0.06667,0.06065,115.58
ACC001363,Mortgage,Southeast,2022,Low,0.00421,0.00804,98.52
ACC001364,Auto,West,2023,Medium,0.02478,0.02629,128.56
ACC001365,Auto,Northeast,2021,High,0.0696,0.07274,91.2
ACC001366,Mortgage,Midwest,2020,Low,0.00184,0.00748,38.0
ACC001367,Mortgage,Midwest,2019,Medium,0.01322,0.01186,417.84
ACC001368,Mortgage,West,2021,Medium,0.00974,0.00839,275.75
ACC001369,Mortgage,Southeast,2020,Medium,0.01238,0.02424,1410.8
ACC001370,Mortgage,West,2019,Low,0.00427,0.001,231.23
ACC001371,Commercial,Northeast,2023,Low,0.00278,0.001,89.99
ACC001372,Auto,West,2023,Low,0.01122,0.01566,69.98
ACC001373,Credit Card,Northeast,2020,High,0.17442,0.18439,157.09
ACC001374,Commercial,Midwest,2022,Low,0.00906,0.001,288.14
ACC001375,Mortgage,Northeast,2021,Low,0.00559,0.01267,110.65
ACC001376,Credit Card,West,2021,High,0.16769,0.18154,25.42
ACC001377,Commercial,West,2022,Low,0.00726,0.001,61.14
ACC001378,Auto,Northeast,2021,Medium,0.02767,0.04315,151.66
ACC001379,Auto,West,2023,Low,0.01106,0.001,360.81
ACC001380,Auto,Southeast,2019,Medium,0.03287,0.03218,24.95
ACC001381,Mortgage,Midwest,2022,Low,0.00612,0.001,204.0
ACC001382,Auto,Northeast,2023,Low,0.01083,0.01299,193.51
ACC001383,Commercial,Northeast,2023,Medium,0.01053,0.0054,86.32
ACC001384,Commercial,Northeast,2019,Low,0.01231,0.01887,73.38
ACC001385,Mortgage,Midwest,2019,Low,0.00377,0.00363,61.34
ACC001386,Credit Card,Midwest,2022,Low,0.03172,0.05752,175.73
ACC001387,Mortgage,West,2023,Medium,0.01706,0.01362,573.74
ACC001388,Commercial,Northeast,2023,Low,0.0099,0.001,624.74
ACC001389,Mortgage,Midwest,2023,Low,0.00983,0.01173,38.52
ACC001390,Commercial,Northeast,2019,Low,0.00739,0.00537,118.58
ACC001391,Credit Card,Southeast,2021,Low,0.03621,0.03666,10.67
ACC001392,Mortgage,Northeast,2022,Medium,0.01058,0.00214,169.19
ACC001393,Mortgage,Northeast,2022,Low,0.00635,0.001,304.05
ACC001394,Credit Card,Midwest,2022,High,0.16356,0.19101,977.65
ACC001395,Mortgage,West,2020,Medium,0.01066,0.01632,17.4
ACC001396,Auto,Midwest,2021,Medium,0.02756,0.02478,40.22
ACC001397,Commercial,West,2021,Medium,0.01379,0.01756,176.44
ACC001398,Auto,Midwest,2023,Low,0.01517,0.001,21.28
ACC001399,Mortgage,Northeast,2020,High,0.02707,0.02255,182.48
ACC001400,Auto,Southeast,2020,Medium,0.03182,0.03503,313.44
ACC001401,Mortgage,West,2019,Medium,0.00705,0.00837,31.9
ACC001402,Commercial,Northeast,2019,Low,0.01065,0.00633,174.01
ACC001403,Mortgage,Northeast,2023,Low,0.00307,0.00276,34.65
ACC001404,Mortgage,West,2023,Medium,0.01219,0.0149,773.18
ACC001405,Mortgage,Northeast,2020,Low,0.00571,0.00563,190.18
ACC001406,Commercial,West,2022,Medium,0.01414,0.02103,68.85
ACC001407,Mortgage,West,2021,Low,0.00434,0.00689,33.59
ACC001408,Commercial,Midwest,2023,Medium,0.01245,0.01654,236.74
ACC001409,Credit Card,Midwest,2020,Low,0.03701,0.06572,757.12
ACC001410,Credit Card,Northeast,2023,Low,0.02685,0.04847,58.8
ACC001411,Commercial,Southeast,2020,Low,0.00782,0.02175,87.57
ACC001412,Credit Card,West,2022,Medium,0.06404,0.07366,60.19
ACC001413,Commercial,West,2020,Medium,0.02209,0.00935,959.67
ACC001414,Mortgage,Southeast,2022,High,0.02622,0.0251,15.02
ACC001415,Credit Card,West,2020,Medium,0.06827,0.08147,694.17
ACC001416,Auto,West,2023,Medium,0.02582,0.0375,94.38
ACC001417,Auto,Northeast,2022,Medium,0.02003,0.01099,136.19
ACC001418,Commercial,Midwest,2020,Medium,0.01365,0.01302,98.62
ACC001419,Commercial,Midwest,2023,High,0.03637,0.03962,197.85
ACC001420,Credit Card,Midwest,2022,Medium,0.06086,0.07666,61.82
ACC001421,Auto,West,2021,Low,0.00895,0.00758,528.51
ACC001422,Auto,West,2019,Medium,0.03257,0.03544,554.9
ACC001423,Mortgage,Midwest,2023,Low,0.00578,0.01441,45.6
ACC001424,Mortgage,Southeast,2022,Low,0.00567,0.01796,330.62
ACC001425,Mortgage,West,2022,Medium,0.00842,0.00868,96.76
ACC001426,Mortgage,West,2023,Medium,0.01024,0.00371,157.9
ACC001427,Mortgage,Midwest,2022,Low,0.00679,0.01907,925.36
ACC001428,Credit Card,Midwest,2020,Low,0.03371,0.04008,66.1
ACC001429,Auto,Northeast,2020,High,0.07321,0.08753,451.18
ACC001430,Commercial,Southeast,2019,Low,0.00661,0.01736,256.86
ACC001431,Auto,Northeast,2019,Low,0.01529,0.02721,117.59
ACC001432,Mortgage,Midwest,2022,Medium,0.01393,0.01941,230.65
ACC001433,Mortgage,West,2023,Medium,0.0137,0.001,199.96
ACC001434,Mortgage,Northeast,2019,Medium,0.01598,0.00767,36.97
ACC001435,Commercial,West,2021,Medium,0.01736,0.01981,71.66
ACC001436,Mortgage,Northeast,2019,Low,0.00609,0.001,42.34
ACC001437,Auto,Northeast,2021,Low,0.0124,0.00988,106.49
ACC001438,Commercial,West,2022,Medium,0.01033,0.01523,745.49
ACC001439,Commercial,Northeast,2023,Medium,0.01097,0.00961,298.04
ACC001440,Mortgage,Midwest,2023,Low,0.0045,0.001,26.6
ACC001441,Mortgage,West,2020,Low,0.00543,0.01251,106.91
ACC001442,Mortgage,Southeast,2023,Low,0.00924,0.01336,196.44
ACC001443,Mortgage,Northeast,2022,Low,0.00919,0.0072,362.46
ACC001444,Mortgage,Southeast,2020,Low,0.00369,0.00938,67.97
ACC001445,Auto,Northeast,2020,Low,0.01683,0.01759,33.62
ACC001446,Commercial,Midwest,2019,Medium,0.01657,0.02722,138.71
ACC001447,Auto,West,2023,Low,0.01455,0.01576,293.78
ACC001448,Auto,West,2020,Medium,0.03117,0.04176,196.73
ACC001449,Mortgage,West,2020,Medium,0.01523,0.001,51.34
ACC001450,Credit Card,West,2021,Medium,0.06452,0.0832,1218.7
ACC001451,Auto,West,2019,High,0.07804,0.07486,131.82
ACC001452,Commercial,West,2023,Low,0.00188,0.001,187.25
ACC001453,Commercial,Midwest,2022,Low,0.01176,0.02103,67.06
ACC001454,Mortgage,West,2019,Medium,0.01192,0.01904,559.93
ACC001455,Mortgage,Southeast,2019,Low,0.00599,0.001,294.78
ACC001456,Mortgage,Southeast,2019,Low,0.001,0.00672,216.5
ACC001457,Auto,West,2023,Low,0.01133,0.01609,37.26
ACC001458,Commercial,Southeast,2021,High,0.04532,0.03953,551.61
ACC001459,Mortgage,Southeast,2022,Low,0.00397,0.001,368.07
ACC001460,Credit Card,Northeast,2019,Low,0.03814,0.04042,501.66
ACC001461,Auto,Southeast,2020,Low,0.01448,0.01178,155.16
ACC001462,Mortgage,Midwest,2021,Medium,0.01419,0.01277,135.66
ACC001463,Mortgage,West,2020,Low,0.00632,0.0127,119.28
ACC001464,Credit Card,Northeast,2022,High,0.1547,0.17186,2286.55
ACC001465,Credit Card,Midwest,2023,Medium,0.06017,0.06669,77.41
ACC001466,Auto,West,2020,Low,0.01918,0.02109,35.75
ACC001467,Mortgage,West,2022,Low,0.00674,0.00471,94.83
ACC001468,Credit Card,West,2023,Medium,0.05965,0.06717,78.28
ACC001469,Mortgage,Northeast,2023,Medium,0.01677,0.00405,673.05
ACC001470,Commercial,Southeast,2019,Low,0.01248,0.01748,29.16
ACC001471,Mortgage,West,2019,Low,0.00845,0.01202,75.68
ACC001472,Mortgage,West,2023,Low,0.00595,0.01041,186.54
ACC001473,Auto,Midwest,2023,Low,0.01469,0.00886,679.9
ACC001474,Auto,West,2020,Low,0.01666,0.01803,349.24
ACC001475,Auto,Midwest,2021,Low,0.0072,0.001,1035.69
ACC001476,Auto,Northeast,2021,Low,0.01493,0.00704,224.74
ACC001477,Commercial,West,2022,High,0.03889,0.03916,116.24
ACC001478,Auto,Northeast,2022,Medium,0.02475,0.02685,414.33
ACC001479,Auto,Southeast,2020,Medium,0.02816,0.01513,28.77
ACC001480,Auto,Northeast,2023,Medium,0.02033,0.01187,19.07
ACC001481,Mortgage,Midwest,2019,Medium,0.00659,0.00366,478.91
ACC001482,Auto,Northeast,2019,Low,0.01874,0.02641,191.08
ACC001483,Mortgage,Midwest,2023,Medium,0.01139,0.00488,471.92
ACC001484,Auto,West,2019,Low,0.00776,0.00889,53.36
ACC001485,Mortgage,West,2023,Medium,0.00827,0.01023,693.49
ACC001486,Commercial,Southeast,2020,High,0.04577,0.04377,331.77
ACC001487,Auto,West,2020,High,0.07103,0.07318,142.97
ACC001488,Commercial,Southeast,2019,Low,0.01274,0.00198,190.34
ACC001489,Auto,Midwest,2023,Medium,0.02815,0.0229,225.05
ACC001490,Mortgage,Midwest,2020,Low,0.00168,0.01315,53.09
ACC001491,Credit Card,Northeast,2019,Low,0.03557,0.06261,93.5
ACC001492,Auto,Northeast,2021,Low,0.01241,0.01915,220.82
ACC001493,Credit Card,Northeast,2019,Low,0.03183,0.05564,89.11
ACC001494,Auto,West,2022,Medium,0.02189,0.00728,25.45
ACC001495,Auto,West,2019,Low,0.01258,0.00499,211.42
ACC001496,Commercial,Southeast,2021,Low,0.00633,0.00384,404.74
ACC001497,Auto,West,2020,High,0.07272,0.09205,534.99
ACC001498,Mortgage,Northeast,2019,Medium,0.01513,0.01263,281.12
ACC001499,Credit Card,West,2019,Low,0.03754,0.0585,396.22
ACC001500,Credit Card,Northeast,2021,Medium,0.06825,0.08628,485.42
ACC001501,Commercial,Northeast,2020,Medium,0.01645,0.0193,163.3
ACC001502,Mortgage,West,2019,Low,0.00781,0.00762,11.67
ACC001503,Auto,Southeast,2019,Medium,0.02955,0.01995,596.89
ACC001504,Credit Card,Southeast,2023,High,0.14868,0.14207,50.81
ACC001505,Auto,West,2022,Low,0.01882,0.02907,38.2
ACC001506,Credit Card,Southeast,2022,Low,0.02451,0.03458,39.48
ACC001507,Auto,West,2023,Low,0.00688,0.001,2926.3
ACC001508,Mortgage,Northeast,2019,High,0.03115,0.03465,251.81
ACC001509,Credit Card,Northeast,2022,Low,0.03071,0.04906,42.52
ACC001510,Mortgage,Southeast,2022,Low,0.001,0.00714,65.36
ACC001511,Mortgage,Midwest,2020,High,0.02559,0.03451,148.28
ACC001512,Auto,Northeast,2021,Medium,0.02473,0.01737,284.54
ACC001513,Credit Card,Northeast,2022,Low,0.03418,0.04218,207.5
ACC001514,Commercial,Midwest,2022,Low,0.01151,0.00896,48.7
ACC001515,Mortgage,Southeast,2020,Low,0.01067,0.01724,217.15
ACC001516,Mortgage,Southeast,2022,High,0.02148,0.00466,71.28
ACC001517,Commercial,Northeast,2022,Low,0.00377,0.0048,521.29
ACC001518,Mortgage,Northeast,2019,Low,0.00169,0.00915,158.79
ACC001519,Mortgage,Northeast,2021,Medium,0.01487,0.02199,59.67
ACC001520,Mortgage,Midwest,2021,Low,0.00675,0.01242,339.25
ACC001521,Auto,Northeast,2020,Low,0.01462,0.02312,235.07
ACC001522,Commercial,Northeast,2019,High,0.04569,0.02371,83.94
ACC001523,Credit Card,West,2019,Low,0.03583,0.06374,356.42
ACC001524,Credit Card,Southeast,2022,High,0.15414,0.17178,315.75
ACC001525,Mortgage,Midwest,2023,Medium,0.01154,0.02222,627.78
ACC001526,Mortgage,Southeast,2021,Low,0.00494,0.001,347.99
ACC001527,Auto,West,2023,Medium,0.0214,0.00737,114.81
ACC001528,Mortgage,West,2023,Medium,0.01172,0.02601,19.52
ACC001529,Mortgage,Southeast,2022,Medium,0.00922,0.00181,185.67
ACC001530,Mortgage,Midwest,2021,Medium,0.01168,0.0092,223.67
ACC001531,Mortgage,Southeast,2023,Low,0.00463,0.00884,157.82
ACC001532,Auto,West,2022,Low,0.0158,0.02198,4.0
ACC001533,Credit Card,Southeast,2023,Medium,0.06066,0.08429,335.16
ACC001534,Mortgage,West,2023,Low,0.00235,0.00414,49.68
ACC001535,Auto,Midwest,2019,Low,0.01597,0.00753,337.94
ACC001536,Credit Card,Midwest,2022,Low,0.03256,0.05322,1142.33
ACC001537,Credit Card,Southeast,2022,Low,0.03303,0.05381,109.58
ACC001538,Credit Card,West,2023,Medium,0.06311,0.06359,251.18
ACC001539,Auto,Midwest,2020,Medium,0.0269,0.03825,154.37
ACC001540,Credit Card,West,2023,Medium,0.062,0.05711,278.86
ACC001541,Mortgage,West,2021,Low,0.001,0.00928,168.03
ACC001542,Mortgage,Northeast,2020,Low,0.00539,0.001,79.81
ACC001543,Mortgage,West,2019,Medium,0.01118,0.01682,50.1
ACC001544,Auto,West,2020,Low,0.01872,0.0228,1000.8
ACC001545,Mortgage,Northeast,2023,Medium,0.00953,0.00923,251.2
ACC001546,Mortgage,West,2022,Medium,0.01232,0.01593,402.07
ACC001547,Credit Card,Midwest,2022,Low,0.02621,0.04052,239.58
ACC001548,Mortgage,Southeast,2023,Low,0.00394,0.00966,478.63
ACC001549,Mortgage,Northeast,2020,Medium,0.00896,0.02644,50.64
ACC001550,Mortgage,Southeast,2022,Low,0.01268,0.00195,163.99
ACC001551,Auto,Northeast,2020,High,0.06987,0.04437,272.21
ACC001552,Mortgage,Midwest,2023,Medium,0.01022,0.00689,700.09
ACC001553,Mortgage,Midwest,2021,Low,0.00588,0.00201,3669.06
ACC001554,Mortgage,Midwest,2023,Medium,0.00523,0.00221,242.02
ACC001555,Credit Card,Midwest,2022,Low,0.02992,0.03751,67.13
ACC001556,Commercial,Southeast,2022,Low,0.00909,0.01607,35.35
ACC001557,Auto,Midwest,2023,High,0.06276,0.05171,50.11
ACC001558,Auto,West,2022,Medium,0.01935,0.02295,58.62
ACC001559,Commercial,Northeast,2020,Medium,0.01555,0.02066,4.57
ACC001560,Commercial,Southeast,2021,Medium,0.01956,0.02209,65.97
ACC001561,Auto,West,2021,Medium,0.02926,0.03316,350.76
ACC001562,Commercial,West,2019,Low,0.01265,0.02025,162.47
ACC001563,Commercial,West,2021,Low,0.00529,0.00572,108.82
ACC001564,Credit Card,Northeast,2021,Low,0.03684,0.04907,21.19
ACC001565,Auto,Southeast,2020,Low,0.01424,0.01813,523.48
ACC001566,Mortgage,Northeast,2019,Low,0.01078,0.01558,274.29
ACC001567,Mortgage,West,2021,Medium,0.01101,0.01813,146.13
ACC001568,Auto,Midwest,2021,Low,0.00761,0.001,10.56
ACC001569,Auto,Northeast,2019,Medium,0.03255,0.03108,82.36
ACC001570,Auto,Northeast,2022,Medium,0.02492,0.0164,249.75
ACC001571,Auto,Midwest,2019,High,0.07387,0.07836,143.41
ACC001572,Auto,West,2019,Low,0.01064,0.01645,186.85
ACC001573,Credit Card,West,2021,High,0.16987,0.18267,337.83
ACC001574,Mortgage,West,2020,Medium,0.00994,0.0041,178.7
ACC001575,Mortgage,West,2023,Low,0.00973,0.0145,323.63
ACC001576,Credit Card,West,2019,Low,0.03471,0.04864,53.93
ACC001577,Credit Card,West,2020,Low,0.03172,0.05813,34.22
ACC001578,Commercial,West,2022,Medium,0.01971,0.03389,263.18
ACC001579,Commercial,Southeast,2020,Medium,0.01703,0.02504,336.6
ACC001580,Commercial,West,2023,Low,0.00731,0.00917,276.65
ACC001581,Mortgage,West,2022,Medium,0.00666,0.02126,173.8
ACC001582,Auto,Northeast,2023,Low,0.01113,0.01305,100.6
ACC001583,Mortgage,Midwest,2023,Low,0.00629,0.00245,191.17
ACC001584,Auto,Southeast,2019,High,0.0711,0.0657,233.96
ACC001585,Commercial,Northeast,2021,High,0.03963,0.034,251.43
ACC001586,Mortgage,Northeast,2022,Medium,0.00924,0.00919,3389.94
ACC001587,Auto,Northeast,2019,Low,0.0152,0.0189,49.16
ACC001588,Mortgage,West,2021,Low,0.00994,0.001,7123.77
ACC001589,Mortgage,West,2022,Low,0.00435,0.001,32.85
ACC001590,Mortgage,Northeast,2022,Low,0.00318,0.00488,235.76
ACC001591,Mortgage,Midwest,2021,Low,0.01374,0.01889,35.38
ACC001592,Commercial,Midwest,2023,High,0.0362,0.03599,214.32
ACC001593,Auto,Midwest,2022,Medium,0.02568,0.02763,482.29
ACC001594,Credit Card,Midwest,2019,Low,0.03493,0.04002,154.33
ACC001595,Credit Card,West,2020,Low,0.03367,0.04138,477.09
ACC001596,Mortgage,Midwest,2023,Low,0.00523,0.00475,89.26
ACC001597,Mortgage,Midwest,2019,Low,0.00876,0.01285,12.68
ACC001598,Credit Card,Midwest,2019,Medium,0.07321,0.09006,314.84
ACC001599,Mortgage,Southeast,2020,Low,0.00898,0.00219,153.97
ACC001600,Commercial,West,2023,Medium,0.01813,0.01624,83.47
ACC001601,Mortgage,Southeast,2022,Low,0.00588,0.01797,90.68
ACC001602,Credit Card,West,2019,Low,0.03713,0.05648,241.75
ACC001603,Credit Card,Midwest,2020,High,0.17583,0.18953,55.84
ACC001604,Mortgage,Midwest,2023,Low,0.00167,0.001,232.83
ACC001605,Mortgage,West,2020,Low,0.01324,0.00754,617.92
ACC001606,Commercial,Midwest,2021,Medium,0.01496,0.01501,1758.27
ACC001607,Mortgage,Midwest,2021,Low,0.00445,0.00665,800.66
ACC001608,Auto,Midwest,2022,Low,0.00949,0.01401,180.2
ACC001609,Auto,Midwest,2022,Low,0.00958,0.01268,202.19
ACC001610,Mortgage,Southeast,2023,Low,0.00792,0.00496,91.81
ACC001611,Credit Card,Midwest,2019,Medium,0.07881,0.08972,84.88
ACC001612,Credit Card,West,2021,Low,0.0313,0.06267,422.61
ACC001613,Mortgage,Midwest,2022,Medium,0.01154,0.00709,102.62
ACC001614,Credit Card,West,2021,High,0.16566,0.17033,230.29
ACC001615,Mortgage,West,2022,Low,0.00825,0.001,46.76
ACC001616,Mortgage,Southeast,2022,Low,0.01191,0.00908,768.45
ACC001617,Auto,Northeast,2020,Low,0.01894,0.02646,100.79
ACC001618,Commercial,Southeast,2019,Low,0.00828,0.00368,547.62
ACC001619,Mortgage,West,2023,Low,0.00659,0.01841,63.78
ACC001620,Mortgage,West,2023,Medium,0.01188,0.01183,59.86
ACC001621,Auto,Midwest,2023,Low,0.01244,0.02132,730.43
ACC001622,Credit Card,West,2020,Low,0.03121,0.04015,70.02
