account_id,product_type,geography,vintage_year,risk_segment,actual_loss,predicted_loss,exposure_k
ACC000825,Auto,Southeast,2022,High,0.06162,0.06231,2148.77
ACC000826,Mortgage,Southeast,2022,High,0.02292,0.02029,47.13
ACC000827,Mortgage,Southeast,2021,Low,0.00731,0.00803,569.72
ACC000828,Commercial,Midwest,2022,Medium,0.01163,0.00826,402.2
ACC000829,Mortgage,West,2021,Medium,0.00986,0.0101,310.49
ACC000830,Auto,Midwest,2022,Medium,0.02591,0.03082,128.53
ACC000831,Mortgage,Northeast,2021,Medium,0.0079,0.00779,25.13
ACC000832,Mortgage,West,2023,Medium,0.005,0.001,37.42
ACC000833,Mortgage,Southeast,2021,Low,0.00198,0.00348,58.57
ACC000834,Mortgage,Southeast,2023,Medium,0.00457,0.00465,231.3
ACC000835,Auto,Midwest,2021,Low,0.01558,0.01644,432.14
ACC000836,Mortgage,West,2021,Medium,0.01219,0.01609,216.33
ACC000837,Credit Card,Southeast,2021,Low,0.03072,0.05862,202.68
ACC000838,Mortgage,Northeast,2020,Medium,0.0074,0.00625,518.5
ACC000839,Auto,West,2022,Medium,0.02975,0.02563,12.09
ACC000840,Auto,Southeast,2022,Low,0.01445,0.01522,10.5
ACC000841,Mortgage,Midwest,2020,Medium,0.00964,0.01031,23.17
ACC000842,Mortgage,Southeast,2023,Medium,0.01356,0.01252,450.63
ACC000843,Mortgage,Northeast,2019,Low,0.00641,0.0094,13.31
ACC000844,Mortgage,Southeast,2019,Low,0.00695,0.00281,146.67
ACC000845,Mortgage,West,2022,Low,0.00212,0.00263,49.78
ACC000846,Mortgage,West,2021,Low,0.001,0.0034,178.79
ACC000847,Mortgage,Southeast,2022,Medium,0.00579,0.00362,125.21
ACC000848,Auto,Midwest,2022,Low,0.01937,0.01388,200.42
ACC000849,Auto,Northeast,2022,Medium,0.02377,0.01699,91.93
ACC000850,Mortgage,Northeast,2020,Low,0.00595,0.00657,346.84
ACC000851,Auto,Midwest,2020,Low,0.01575,0.02253,859.35
ACC000852,Mortgage,Northeast,2020,Medium,0.01144,0.009,677.0
ACC000853,Commercial,Midwest,2022,Low,0.00741,0.00922,96.07
ACC000854,Mortgage,West,2022,High,0.02572,0.01602,52.56
ACC000855,Mortgage,Northeast,2023,Low,0.00644,0.00793,187.68
ACC000856,Credit Card,Midwest,2020,Medium,0.06588,0.09153,1588.39
ACC000857,Mortgage,Southeast,2019,Medium,0.01068,0.00911,139.24
ACC000858,Mortgage,Midwest,2023,Medium,0.00309,0.0034,406.06
ACC000859,Commercial,West,2021,Medium,0.01091,0.00427,380.14
ACC000860,Auto,Northeast,2020,Low,0.01048,0.02306,374.82
ACC000861,Auto,Midwest,2020,Medium,0.03131,0.02889,683.63
ACC000862,Mortgage,Northeast,2023,Medium,0.00918,0.01161,30.56
ACC000863,Mortgage,Midwest,2022,Medium,0.01259,0.01856,46.72
ACC000864,Mortgage,Southeast,2019,Low,0.00715,0.00833,157.13
ACC000865,Credit Card,Midwest,2020,Low,0.03528,0.06037,649.65
ACC000866,Mortgage,West,2023,Low,0.00217,0.00258,647.86
ACC000867,Auto,Midwest,2022,Low,0.01335,0.006,140.44
ACC000868,Commercial,Southeast,2023,Low,0.00826,0.00694,491.67
ACC000869,Commercial,Midwest,2019,Low,0.0156,0.02231,89.49
ACC000870,Mortgage,Midwest,2021,Low,0.00446,0.001,55.05
ACC000871,Auto,Northeast,2019,Low,0.0172,0.0139,30.12
ACC000872,Credit Card,Midwest,2021,Low,0.03263,0.07004,125.88
ACC000873,Credit Card,Southeast,2019,Medium,0.06989,0.0992,97.91
ACC000874,Commercial,Northeast,2020,High,0.04573,0.04216,494.77
ACC000875,Credit Card,Midwest,2020,Low,0.04017,0.07173,291.6
ACC000876,Credit Card,Midwest,2019,Low,0.03679,0.06491,158.39
ACC000877,Mortgage,Midwest,2023,Low,0.00295,0.001,159.16
ACC000878,Auto,Southeast,2020,Medium,0.03015,0.02471,89.75
ACC000879,Auto,Midwest,2019,High,0.07584,0.08407,17.55
ACC000880,Credit Card,Southeast,2023,Low,0.03665,0.06796,35.91
ACC000881,Auto,Midwest,2019,Low,0.01723,0.02308,381.46
ACC000882,Auto,West,2019,Low,0.0122,0.00808,125.69
ACC000883,Auto,Midwest,2023,Low,0.01632,0.0161,30.75
ACC000884,Commercial,Midwest,2021,Low,0.01058,0.0099,765.46
ACC000885,Mortgage,Southeast,2020,Medium,0.01431,0.01212,1138.89
ACC000886,Credit Card,Midwest,2020,Low,0.03583,0.06668,629.81
ACC000887,Auto,West,2021,Low,0.01677,0.01232,246.85
ACC000888,Auto,West,2020,Medium,0.03007,0.03491,209.23
ACC000889,Auto,West,2019,Medium,0.02924,0.03111,144.1
ACC000890,Auto,Southeast,2023,Low,0.0129,0.01221,180.57
ACC000891,Credit Card,West,2023,Medium,0.05965,0.09019,315.59
ACC000892,Mortgage,Southeast,2019,Low,0.00702,0.00581,346.86
ACC000893,Commercial,West,2021,Low,0.00849,0.00159,255.94
ACC000894,Credit Card,Northeast,2021,Low,0.03206,0.05809,2.91
ACC000895,Mortgage,West,2019,Low,0.00546,0.00473,590.77
ACC000896,Mortgage,Northeast,2020,Low,0.00574,0.00433,188.56
ACC000897,Mortgage,Northeast,2022,Medium,0.00516,0.00775,29.11
ACC000898,Mortgage,Midwest,2019,High,0.03307,0.03531,188.23
ACC000899,Mortgage,Midwest,2020,Low,0.00679,0.00455,213.36
ACC000900,Mortgage,Northeast,2020,Low,0.00392,0.001,22.53
ACC000901,Commercial,Midwest,2020,Low,0.0104,0.01342,68.64
ACC000902,Credit Card,West,2022,Low,0.02998,0.06073,39.37
ACC000903,Credit Card,Southeast,2021,Medium,0.06448,0.09199,46.14
ACC000904,Auto,Midwest,2022,Low,0.01425,0.00968,294.25
ACC000905,Auto,West,2021,Medium,0.03179,0.02909,70.34
ACC000906,Commercial,Northeast,2022,Medium,0.01659,0.01816,165.99
ACC000907,Mortgage,Southeast,2022,Medium,0.00817,0.01492,359.65
ACC000908,Credit Card,West,2023,Low,0.02894,0.0581,88.18
ACC000909,Commercial,Northeast,2019,Low,0.01155,0.00822,377.3
ACC000910,Commercial,Southeast,2023,Low,0.00871,0.01734,754.58
ACC000911,Auto,Southeast,2022,Medium,0.02913,0.02764,409.72
ACC000912,Commercial,West,2019,Medium,0.01918,0.016,304.87
ACC000913,Auto,Northeast,2019,Medium,0.03231,0.03068,413.79
ACC000914,Mortgage,Southeast,2019,Low,0.01204,0.01021,238.4
ACC000915,Mortgage,Southeast,2022,Low,0.00119,0.00628,411.01
ACC000916,Auto,Northeast,2021,Medium,0.03472,0.02803,36.29
ACC000917,Mortgage,Northeast,2019,Low,0.00881,0.01119,135.72
ACC000918,Mortgage,Southeast,2020,High,0.03662,0.03658,237.59
ACC000919,Mortgage,Northeast,2021,Medium,0.00805,0.00582,135.65
ACC000920,Credit Card,West,2019,Low,0.03715,0.0658,2989.51
ACC000921,Commercial,Southeast,2021,Medium,0.01698,0.01598,117.95
ACC000922,Commercial,Northeast,2019,Low,0.01165,0.012,17.48
ACC000923,Auto,Midwest,2022,High,0.06703,0.06523,158.56
ACC000924,Commercial,West,2019,Medium,0.01907,0.01881,401.0
ACC000925,Auto,Midwest,2022,Low,0.01546,0.01235,52.07
ACC000926,Auto,Midwest,2020,Medium,0.02843,0.03716,142.02
ACC000927,Auto,Northeast,2021,Low,0.0122,0.01624,135.93
ACC000928,Mortgage,Midwest,2020,Low,0.00711,0.00906,138.17
ACC000929,Auto,West,2023,Low,0.01095,0.00917,72.39
ACC000930,Auto,Southeast,2022,Low,0.01275,0.01603,553.54
ACC000931,Commercial,Northeast,2023,Low,0.00318,0.00437,2000.01
ACC000932,Mortgage,Northeast,2022,High,0.02642,0.02689,54.19
ACC000933,Mortgage,Midwest,2023,Low,0.00221,0.001,30.93
ACC000934,Mortgage,Midwest,2020,High,0.02865,0.02975,87.79
ACC000935,Mortgage,West,2020,Low,0.00249,0.00923,803.06
ACC000936,Commercial,Southeast,2023,Medium,0.01494,0.01526,108.89
ACC000937,Auto,West,2019,Medium,0.0327,0.03164,230.33
ACC000938,Mortgage,Southeast,2019,Medium,0.01021,0.01061,49.66
ACC000939,Auto,Midwest,2022,Medium,0.02345,0.02363,1262.15
ACC000940,Auto,Midwest,2020,Medium,0.03109,0.02891,104.12
ACC000941,Mortgage,Southeast,2020,Medium,0.01424,0.01127,200.19
ACC000942,Mortgage,Southeast,2020,High,0.03002,0.03319,57.1
ACC000943,Mortgage,West,2022,Low,0.00385,0.00868,50.88
ACC000944,Auto,Midwest,2021,Low,0.01186,0.02092,147.77
ACC000945,Credit Card,Midwest,2019,High,0.17901,0.21084,168.16
ACC000946,Mortgage,Midwest,2021,High,0.02732,0.02779,417.94
ACC000947,Auto,West,2022,Medium,0.02107,0.02468,19.58
ACC000948,Credit Card,West,2019,Medium,0.06905,0.09542,47.41
ACC000949,Mortgage,Southeast,2019,High,0.03375,0.03632,65.06
ACC000950,Auto,Southeast,2022,Low,0.01375,0.0179,171.42
ACC000951,Mortgage,West,2023,Low,0.00868,0.01278,38.27
ACC000952,Mortgage,Southeast,2019,Low,0.00905,0.01572,132.35
ACC000953,Auto,West,2022,Low,0.01219,0.00979,68.55
ACC000954,Mortgage,West,2022,Low,0.00436,0.00239,126.13
ACC000955,Auto,Midwest,2019,High,0.0779,0.07704,58.58
ACC000956,Credit Card,Midwest,2020,Medium,0.07128,0.09681,44.08
ACC000957,Mortgage,West,2021,Medium,0.01396,0.01612,208.95
ACC000958,Commercial,Southeast,2022,Medium,0.01571,0.01841,564.3
ACC000959,Mortgage,Southeast,2021,Low,0.00593,0.00817,393.91
ACC000960,Auto,Midwest,2019,Medium,0.02923,0.02983,564.1
ACC000961,Auto,Northeast,2023,Medium,0.02484,0.02886,649.39
ACC000962,Auto,Midwest,2021,Medium,0.02544,0.02774,122.4
ACC000963,Commercial,Midwest,2021,Low,0.00803,0.00562,1401.22
ACC000964,Mortgage,Midwest,2021,Medium,0.01052,0.001,367.73
ACC000965,Mortgage,Midwest,2021,Low,0.00412,0.0028,47.47
ACC000966,Auto,Northeast,2020,Low,0.01675,0.0169,66.53
ACC000967,Auto,Southeast,2020,Medium,0.02452,0.02471,177.87
ACC000968,Credit Card,West,2019,High,0.18101,0.2103,426.94
ACC000969,Credit Card,Southeast,2022,Low,0.02873,0.05659,112.77
ACC000970,Mortgage,Southeast,2020,Low,0.00321,0.001,46.28
ACC000971,Credit Card,Midwest,2019,High,0.17771,0.20358,383.21
ACC000972,Credit Card,Midwest,2019,High,0.18141,0.21315,38.85
ACC000973,Auto,Northeast,2023,Low,0.00573,0.01008,213.72
ACC000974,Mortgage,Northeast,2021,Medium,0.01151,0.0065,156.3
ACC000975,Commercial,West,2022,High,0.03951,0.03927,29.64
ACC000976,Credit Card,Midwest,2021,Low,0.03009,0.06324,1252.32
ACC000977,Mortgage,West,2023,Medium,0.01055,0.00979,151.42
ACC000978,Mortgage,West,2023,Low,0.00136,0.00422,35.76
ACC000979,Credit Card,Northeast,2022,Medium,0.06287,0.09718,157.32
ACC000980,Commercial,Southeast,2023,Low,0.00375,0.00532,18.61
ACC000981,Auto,West,2020,Medium,0.0349,0.03292,228.91
ACC000982,Commercial,Southeast,2021,Medium,0.01908,0.02434,417.09
ACC000983,Mortgage,Northeast,2020,Low,0.00649,0.00542,3798.12
ACC000984,Mortgage,Northeast,2023,Medium,0.00713,0.00606,166.91
ACC000985,Credit Card,Midwest,2020,Low,0.03367,0.06573,67.31
ACC000986,Mortgage,Southeast,2022,Low,0.00455,0.00334,190.2
ACC000987,Mortgage,West,2020,High,0.02948,0.02858,835.82
ACC000988,Credit Card,West,2022,High,0.1587,0.1872,270.72
ACC000989,Mortgage,Northeast,2019,Medium,0.01267,0.01195,403.11
ACC000990,Mortgage,West,2022,High,0.02728,0.02806,369.47
ACC000991,Mortgage,Northeast,2023,Low,0.00449,0.001,272.49
ACC000992,Mortgage,Midwest,2021,Medium,0.01203,0.01164,27.6
ACC000993,Mortgage,West,2021,High,0.02559,0.01853,25.85
ACC000994,Mortgage,Southeast,2021,High,0.02431,0.02268,22.31
ACC000995,Commercial,Northeast,2021,Low,0.01379,0.01515,35.27
ACC000996,Auto,Northeast,2021,Low,0.015,0.01369,40.49
ACC000997,Credit Card,Southeast,2021,Medium,0.07142,0.10423,1382.53
ACC000998,Mortgage,West,2021,Low,0.00468,0.00607,63.55
ACC000999,Mortgage,Southeast,2019,Medium,0.01923,0.01061,167.31
ACC001000,Commercial,Southeast,2021,Low,0.00849,0.01328,110.76
ACC001001,Auto,Northeast,2021,Medium,0.03094,0.03194,187.2
ACC001002,Credit Card,Midwest,2023,Low,0.0301,0.05782,161.43
ACC001003,Mortgage,Northeast,2020,Medium,0.01199,0.01012,32.88
ACC001004,Auto,Midwest,2023,High,0.06215,0.05382,304.08
ACC001005,Auto,West,2023,Medium,0.02352,0.02439,65.64
ACC001006,Mortgage,West,2022,High,0.02919,0.0318,63.05
ACC001007,Credit Card,Midwest,2022,Low,0.03147,0.05875,102.74
ACC001008,Mortgage,Midwest,2020,Low,0.00824,0.00462,391.8
ACC001009,Auto,Southeast,2019,Medium,0.03271,0.03327,70.14
ACC001010,Mortgage,Midwest,2022,Low,0.00949,0.01427,165.69
ACC001011,Auto,Midwest,2022,Low,0.01439,0.01875,240.67
ACC001012,Credit Card,Northeast,2023,Medium,0.05547,0.08878,201.99
ACC001013,Auto,Southeast,2021,Low,0.01279,0.02087,189.14
ACC001014,Commercial,West,2023,High,0.03742,0.04112,27.54
ACC001015,Mortgage,Southeast,2019,Low,0.00604,0.01066,172.82
ACC001016,Commercial,Northeast,2019,Low,0.01296,0.0133,49.52
ACC001017,Credit Card,West,2019,Low,0.03941,0.06802,17.96
ACC001018,Commercial,West,2020,Low,0.00819,0.01273,85.18
ACC001019,Credit Card,West,2019,Medium,0.07929,0.10537,79.63
ACC001020,Auto,Southeast,2019,Low,0.01395,0.01565,5178.3
ACC001021,Auto,Midwest,2023,High,0.0617,0.05927,478.88
ACC001022,Credit Card,West,2019,Low,0.03272,0.06408,380.38
ACC001023,Credit Card,Midwest,2023,Low,0.02532,0.05639,90.99
ACC001024,Auto,West,2022,Medium,0.02271,0.02336,118.83
ACC001025,Credit Card,West,2022,Low,0.03454,0.06447,3248.28
ACC001026,Auto,West,2019,Medium,0.03222,0.03435,69.19
ACC001027,Mortgage,Midwest,2019,Medium,0.00935,0.01212,201.52
ACC001028,Mortgage,Southeast,2019,Low,0.0063,0.001,1352.3
ACC001029,Credit Card,Southeast,2020,Medium,0.07142,0.10124,62.28
ACC001030,Credit Card,West,2023,High,0.1439,0.17223,177.64
ACC001031,Credit Card,Southeast,2021,Low,0.03832,0.06909,145.22
ACC001032,Auto,Northeast,2020,Medium,0.03191,0.03024,51.08
ACC001033,Mortgage,Northeast,2020,Low,0.00818,0.01328,376.13
ACC001034,Mortgage,Midwest,2020,High,0.03236,0.03208,38.92
ACC001035,Mortgage,West,2021,Low,0.001,0.00495,376.54
ACC001036,Mortgage,Southeast,2023,Low,0.00434,0.001,248.5
ACC001037,Auto,Midwest,2019,Low,0.01878,0.01765,435.95
ACC001038,Credit Card,Southeast,2022,Medium,0.06298,0.09052,117.56
ACC001039,Commercial,Southeast,2019,Low,0.01123,0.0128,236.83
ACC001040,Mortgage,Southeast,2020,Medium,0.01584,0.0111,508.48
ACC001041,Credit Card,Southeast,2021,Low,0.03511,0.05828,27.37
ACC001042,Auto,West,2019,High,0.07423,0.07172,34.81
ACC001043,Mortgage,West,2020,High,0.03048,0.03272,298.3
ACC001044,Credit Card,Southeast,2022,Medium,0.05799,0.08475,398.45
ACC001045,Commercial,Southeast,2022,Medium,0.01722,0.01828,174.62
ACC001046,Mortgage,Northeast,2019,Medium,0.01425,0.01166,447.62
ACC001047,Auto,West,2022,Medium,0.0267,0.01969,96.1
ACC001048,Mortgage,Midwest,2021,Low,0.00898,0.01239,678.96
ACC001049,Mortgage,West,2022,Medium,0.01134,0.01393,136.03
ACC001050,Mortgage,Midwest,2020,Medium,0.01194,0.01178,58.3
ACC001051,Mortgage,West,2023,Medium,0.0155,0.01567,820.44
ACC001052,Credit Card,Northeast,2022,Low,0.02863,0.0578,400.31
ACC001053,Mortgage,Southeast,2022,Medium,0.01468,0.01055,86.46
ACC001054,Credit Card,Southeast,2019,Low,0.03994,0.07516,88.56
ACC001055,Commercial,West,2022,Low,0.01041,0.01001,305.23
ACC001056,Credit Card,Northeast,2020,Low,0.03329,0.06473,44.67
ACC001057,Mortgage,Southeast,2022,Medium,0.01153,0.00953,218.03
ACC001058,Mortgage,Northeast,2022,Low,0.00284,0.00461,121.21
ACC001059,Auto,West,2023,High,0.06081,0.06539,192.04
ACC001060,Mortgage,Southeast,2023,Medium,0.01039,0.01106,13.12
ACC001061,Mortgage,Northeast,2020,High,0.0261,0.02754,49.98
ACC001062,Auto,Northeast,2019,High,0.0743,0.07781,201.22
ACC001063,Auto,Midwest,2021,Low,0.01044,0.01327,524.86
ACC001064,Mortgage,Southeast,2021,High,0.02946,0.03364,126.8
ACC001065,Mortgage,Midwest,2020,Low,0.01065,0.01194,353.21
ACC001066,Commercial,Northeast,2021,Low,0.01484,0.01612,25.08
ACC001067,Commercial,West,2021,Low,0.00515,0.00611,86.63
ACC001068,Auto,West,2022,Low,0.01055,0.01401,207.64
ACC001069,Auto,Northeast,2020,Low,0.01423,0.0125,137.71
ACC001070,Credit Card,Southeast,2022,Low,0.03397,0.06609,370.61
ACC001071,Mortgage,Northeast,2023,High,0.02472,0.03391,109.04
ACC001072,Commercial,Northeast,2022,Low,0.01111,0.01254,110.33
ACC001073,Mortgage,West,2022,High,0.02819,0.0234,325.17
ACC001074,Credit Card,Northeast,2020,Medium,0.06404,0.09288,77.88
ACC001075,Mortgage,Southeast,2020,High,0.02926,0.03174,49.94
ACC001076,Credit Card,West,2019,Medium,0.06862,0.09594,259.26
ACC001077,Credit Card,Southeast,2021,High,0.16365,0.18973,46.69
ACC001078,Credit Card,Midwest,2019,Low,0.03511,0.05959,814.23
ACC001079,Auto,Northeast,2022,Low,0.01569,0.01486,16.27
ACC001080,Auto,West,2023,Low,0.01275,0.0192,103.76
ACC001081,Auto,West,2023,Low,0.01144,0.00932,1045.19
ACC001082,Credit Card,West,2019,Low,0.04263,0.07613,1589.23
ACC001083,Auto,Midwest,2022,Low,0.01078,0.00967,133.02
ACC001084,Auto,West,2021,High,0.06995,0.0684,558.23
ACC001085,Credit Card,Midwest,2019,Low,0.03834,0.07041,376.21
ACC001086,Mortgage,Southeast,2022,High,0.02709,0.02095,82.28
ACC001087,Credit Card,West,2023,Low,0.02764,0.06432,259.99
ACC001088,Mortgage,Southeast,2021,Medium,0.00849,0.01064,52.78
ACC001089,Credit Card,West,2023,Low,0.0322,0.0664,22.77
ACC001090,Mortgage,West,2019,High,0.03347,0.03244,271.81
ACC001091,Credit Card,Southeast,2023,Medium,0.06018,0.09216,291.72
ACC001092,Mortgage,Northeast,2022,Low,0.00163,0.00536,35.78
ACC001093,Auto,Northeast,2022,High,0.06599,0.06563,125.05
ACC001094,Mortgage,Midwest,2021,Low,0.01038,0.00688,35.75
ACC001095,Commercial,Midwest,2019,High,0.04231,0.03854,85.32
ACC001096,Mortgage,Midwest,2021,Low,0.00488,0.00319,87.9
ACC001097,Auto,Midwest,2023,Low,0.01301,0.01391,361.06
ACC001098,Mortgage,Northeast,2021,Low,0.0091,0.00845,81.44
ACC001099,Credit Card,Northeast,2019,Medium,0.07074,0.09879,32.65
ACC001100,Mortgage,Southeast,2021,Medium,0.01278,0.0155,1163.13
ACC001101,Auto,West,2019,Medium,0.03451,0.03266,268.78
ACC001102,Mortgage,Midwest,2021,Low,0.00139,0.001,434.95
ACC001103,Mortgage,Southeast,2022,Low,0.00165,0.00541,307.92
ACC001104,Mortgage,Midwest,2019,Low,0.00605,0.00825,459.09
ACC001105,Auto,Southeast,2021,Low,0.01702,0.01212,250.6
ACC001106,Mortgage,Northeast,2021,Low,0.00683,0.00151,259.34
ACC001107,Commercial,Midwest,2022,Low,0.01142,0.00699,172.91
ACC001108,Auto,Midwest,2019,Medium,0.02523,0.0251,87.63
ACC001109,Auto,West,2022,Medium,0.02762,0.03233,430.09
ACC001110,Mortgage,Southeast,2022,Low,0.001,0.00679,108.04
ACC001111,Mortgage,Northeast,2019,High,0.03431,0.03731,170.93
ACC001112,Credit Card,West,2019,Medium,0.0759,0.11355,231.39
ACC001113,Credit Card,Southeast,2022,Medium,0.06235,0.09315,256.07
ACC001114,Auto,Northeast,2023,Medium,0.0184,0.02284,43.94
ACC001115,Credit Card,Midwest,2023,Medium,0.0597,0.08742,188.94
ACC001116,Mortgage,Northeast,2022,High,0.02993,0.02371,43.6
ACC001117,Commercial,West,2023,Low,0.00907,0.00784,183.88
ACC001118,Auto,West,2022,Low,0.019,0.0185,378.32
ACC001119,Commercial,Southeast,2019,Medium,0.01744,0.02778,1286.7
ACC001120,Credit Card,Midwest,2021,High,0.17142,0.20142,296.85
ACC001121,Mortgage,Southeast,2020,Low,0.001,0.001,418.53
ACC001122,Auto,Southeast,2020,Medium,0.0268,0.03066,40.23
ACC001123,Commercial,West,2019,Medium,0.01444,0.0114,283.1
ACC001124,Mortgage,Midwest,2019,Low,0.00854,0.00911,38.92
ACC001125,Auto,Midwest,2022,High,0.06232,0.06583,628.25
ACC001126,Auto,West,2019,Medium,0.03335,0.02962,41.29
ACC001127,Mortgage,Northeast,2022,Medium,0.01289,0.01896,45.94
ACC001128,Mortgage,West,2020,Medium,0.01237,0.01688,367.12
ACC001129,Credit Card,Northeast,2021,Low,0.03299,0.0644,1114.01
ACC001130,Commercial,Southeast,2020,High,0.04029,0.0473,528.17
ACC001131,Auto,Midwest,2020,Low,0.0165,0.01497,97.05
ACC001132,Commercial,Northeast,2021,Medium,0.01529,0.01847,45.28
ACC001133,Mortgage,Southeast,2022,Medium,0.01311,0.01423,88.82
ACC001134,Mortgage,Southeast,2021,Medium,0.0158,0.01325,172.58
ACC001135,Mortgage,Northeast,2022,High,0.02563,0.0232,135.25
ACC001136,Auto,Northeast,2023,Medium,0.02927,0.03739,43.18
ACC001137,Auto,Southeast,2021,Low,0.01463,0.01886,694.64
ACC001138,Mortgage,Northeast,2023,Medium,0.0121,0.01565,713.02
ACC001139,Auto,West,2019,Medium,0.02634,0.02384,1425.02
ACC001140,Credit Card,Southeast,2021,Low,0.03125,0.06408,20.24
ACC001141,Auto,Midwest,2021,Low,0.01196,0.01049,56.24
ACC001142,Auto,Northeast,2019,Low,0.01934,0.02614,200.54
ACC001143,Auto,Midwest,2023,High,0.06175,0.0666,149.28
ACC001144,Commercial,Northeast,2022,Medium,0.01794,0.02162,86.53
ACC001145,Credit Card,Northeast,2021,High,0.16508,0.19835,53.12
ACC001146,Commercial,Midwest,2022,Low,0.00711,0.00676,44.82
ACC001147,Commercial,Southeast,2022,High,0.03526,0.03721,1688.14
ACC001148,Commercial,West,2022,Medium,0.01033,0.01649,26.78
ACC001149,Mortgage,West,2020,Low,0.00504,0.00691,22.9
ACC001150,Auto,Northeast,2021,Low,0.01321,0.00985,35.67
ACC001151,Mortgage,Midwest,2020,High,0.02642,0.03144,186.91
ACC001152,Mortgage,West,2023,High,0.02574,0.02302,106.95
ACC001153,Auto,Southeast,2019,Low,0.0212,0.02108,243.8
ACC001154,Mortgage,West,2023,Medium,0.01478,0.01289,63.56
ACC001155,Auto,Midwest,2020,High,0.07213,0.06169,164.96
ACC001156,Credit Card,Southeast,2022,Low,0.03186,0.06256,164.3
ACC001157,Mortgage,Northeast,2019,Medium,0.01411,0.0228,982.14
ACC001158,Commercial,Southeast,2023,Medium,0.01592,0.0172,1254.9
ACC001159,Credit Card,Southeast,2021,Low,0.03511,0.07696,123.82
ACC001160,Credit Card,Midwest,2023,Medium,0.06101,0.09039,414.02
ACC001161,Mortgage,Northeast,2020,Low,0.00621,0.0071,180.34
ACC001162,Commercial,Southeast,2023,Low,0.00572,0.00531,374.24
ACC001163,Mortgage,West,2023,Low,0.00623,0.00647,235.53
ACC001164,Credit Card,West,2019,Medium,0.06536,0.09684,358.92
ACC001165,Mortgage,Midwest,2020,Low,0.00669,0.01273,413.1
ACC001166,Mortgage,Southeast,2021,Low,0.001,0.001,247.03
ACC001167,Mortgage,Southeast,2020,Low,0.00669,0.00672,174.89
ACC001168,Credit Card,Southeast,2023,Low,0.02721,0.05967,518.73
ACC001169,Commercial,Southeast,2019,Medium,0.02198,0.0271,126.27
ACC001170,Credit Card,Midwest,2020,Low,0.03491,0.05628,74.34
ACC001171,Credit Card,West,2020,Low,0.03465,0.05905,22.99
ACC001172,Mortgage,West,2021,Low,0.00686,0.00702,247.24
ACC001173,Commercial,Northeast,2022,Medium,0.0133,0.01778,340.62
ACC001174,Auto,West,2019,Low,0.01851,0.01658,18.75
ACC001175,Commercial,Northeast,2022,Medium,0.01797,0.02065,71.06
ACC001176,Credit Card,Northeast,2021,Medium,0.06449,0.1024,365.48
ACC001177,Mortgage,West,2022,Low,0.00222,0.00226,124.91
ACC001178,Mortgage,Southeast,2019,Low,0.00488,0.00397,158.59
ACC001179,Credit Card,West,2023,Low,0.02968,0.06156,443.71
ACC001180,Commercial,Northeast,2021,High,0.038,0.03872,130.35
ACC001181,Credit Card,Northeast,2020,Low,0.03313,0.06415,235.37
ACC001182,Commercial,West,2022,Medium,0.01398,0.01325,40.57
ACC001183,Commercial,Northeast,2021,High,0.04064,0.03961,226.3
ACC001184,Mortgage,Midwest,2020,Low,0.00517,0.00115,29.77
ACC001185,Auto,Midwest,2019,Low,0.01646,0.01892,31.31
ACC001186,Auto,Southeast,2021,Medium,0.02759,0.02343,81.12
ACC001187,Mortgage,Northeast,2020,High,0.02996,0.02669,286.75
ACC001188,Credit Card,West,2022,Low,0.03225,0.05746,158.06
ACC001189,Mortgage,Midwest,2020,Medium,0.01092,0.00961,57.56
ACC001190,Credit Card,West,2019,Medium,0.07405,0.10415,425.38
ACC001191,Auto,Midwest,2022,Low,0.00489,0.001,217.57
ACC001192,Credit Card,Midwest,2023,Medium,0.05892,0.08786,520.12
ACC001193,Auto,Midwest,2023,Medium,0.02329,0.02393,50.96
ACC001194,Auto,Midwest,2021,High,0.06911,0.06283,829.77
ACC001195,Mortgage,Southeast,2020,Medium,0.0096,0.00656,990.59
ACC001196,Credit Card,West,2020,Medium,0.07065,0.10787,443.17
ACC001197,Auto,West,2020,Medium,0.03093,0.02809,266.52
ACC001198,Auto,Northeast,2019,Low,0.01085,0.01368,269.27
ACC001199,Credit Card,West,2023,Medium,0.06067,0.08864,220.7
ACC001200,Auto,Northeast,2020,Low,0.01053,0.01133,28.57
ACC001201,Mortgage,Midwest,2022,Medium,0.01194,0.00875,72.36
ACC001202,Mortgage,West,2020,Medium,0.0101,0.00249,131.0
ACC001203,Auto,Southeast,2022,Medium,0.02384,0.02207,43.1
ACC001204,Mortgage,Northeast,2023,Medium,0.00487,0.00664,830.34
ACC001205,Mortgage,West,2021,Low,0.00522,0.00794,270.54
ACC001206,Mortgage,West,2023,Medium,0.00653,0.0071,1259.94
ACC001207,Auto,Southeast,2020,Low,0.00992,0.00681,383.05
ACC001208,Auto,West,2020,Low,0.01493,0.01861,27.77
ACC001209,Auto,Northeast,2022,Low,0.01603,0.01314,712.21
ACC001210,Auto,Midwest,2019,Low,0.01618,0.01354,86.42
ACC001211,Auto,Northeast,2019,Medium,0.02571,0.02179,763.14
ACC001212,Mortgage,Northeast,2020,High,0.02834,0.02665,906.6
ACC001213,Commercial,Southeast,2021,Low,0.01029,0.00911,751.47
ACC001214,Auto,Midwest,2021,Low,0.01334,0.01451,538.12
